"time" "direct" "dist" "width" "length" "positive_frequency" "negative_frequency" "file"
7445.414 3 202.022 45 51 62.6016 37.8049 "20190319"
7446.069 3 201.482 45 52 66.8803 33.1197 "20190319"
7446.303 3 201.615 45 53 67.735 32.265 "20190319"
7447.114 3 201.839 45 52 67.094 33.1197 "20190319"
7447.457 3 201.892 45 52 67.8404 31.9249 "20190319"
7451.451 3 182.377 40 55 60.3175 39.6825 "20190319"
7952.706 1 222.57 51 54 55.0314 44.9686 "20190319"
8130.167 1 181.781 40 44 47.4359 5.55556 "20190319"
8451.871 3 229.033 53 52 50.7576 49.495 "20190319"
8781.057 5 247.834 58 48 50.641 49.359 "20190319"
8903.096 5 205.344 46 54 49.5726 50.4274 "20190319"
8903.361 5 205.956 46 54 50 50 "20190319"
9082.887 3 259.367 61 53 49.7863 50.2137 "20190319"
9149.67 3 256.758 61 41 56.3218 43.6782 "20190319"
9216.626 3 240.076 56 53 61.1111 38.8889 "20190319"
9605.514 1 258.972 61 52 55.2239 44.5274 "20190319"
9694.278 5 239.662 56 54 62.8205 36.218 "20190319"
9950.378 3 225.87 52 53 69.6581 30.3419 "20190319"
9950.628 3 226.747 52 50 70.303 28.7879 "20190319"
10270.507 5 251.882 59 51 63.1313 34.8485 "20190319"
10390.939 3 189.182 42 55 52.1368 48.0769 "20190319"
10429.377 3 183.251 40 48 49.1453 50.8547 "20190319"
10691.593 1 187.196 41 53 50 50 "20190319"
10691.827 1 187.249 41 53 51.2821 48.718 "20190319"
11039.084 3 256.61 60 52 68.0556 32.6389 "20190319"
11047.149 5 258.334 61 44 49.1453 50.4274 "20190319"
11063.513 5 210.046 48 50 62 37.6667 "20190319"
